"","taxan","gene.ID","t","N","S","dnds","dN","ds","NdN","SdS","lnl","taxa"
"1742","4","NC_006127_-_AVDL_CDS","0.043","291.1","128.9","999","0.0208","0","6","0","-1477.185959","ASI"
"1743","4","NC_006127_-_DNAI1_CDS","0.029","1452.4","533.6","0.0811","0.0024","0.0293","3.5","15.7","-5302.718351","ASI"
"1744","4","NC_006127_-_CZH5ORF42_CDS","0.025","2805.8","1022.2","0.4598","0.0064","0.014","18","14.3","-10427.007478","ASI"
"1745","4","NC_006127_-_GHR_CDS","0.039","1310.8","492.2","0.1376","0.0048","0.0351","6.3","17.3","-4489.088159","ASI"
"1746","4","NC_006127_-_SNCAIP_CDS","0.021","2085.2","782.8","0.2055","0.0034","0.0165","7.1","12.9","-6755.45576","ASI"
"1747","4","NC_006127_-_OTP_CDS","0.089","377.3","174.7","1e-04","0","0.0937","0","16.4","-1208.658712","ASI"
"1748","4","NC_006127_-_AVD_CDS","0.92","279.3","122.7","0.3147","0.1843","0.5857","51.5","71.8","-1610.491486","ASI"
"1749","4","NC_006127_-_DNAJA1_CDS","0.011","878","313","0.0989","0.0011","0.0113","1","3.5","-2642.684914","ASI"
"1750","4","NC_006127_-_MELK_CDS","0.27","1094.5","363.5","0.2099","0.0465","0.2215","50.9","80.5","-5431.409933","ASI"
"1751","4","NC_006127_-_GIN1_CDS","0.017","1093.8","391.2","3.9673","0.0072","0.0018","7.8","0.7","-3739.457972","ASI"
"1752","4","NC_006127_-_LOXHD1_CDS","0.028","2834.4","1017.6","0.3983","0.0067","0.0168","18.9","17","-9428.491209","ASI"
"1753","4","NC_006127_-_GOLPH3_CDS","0.031","476.7","192.3","0.1004","0.0029","0.0291","1.4","5.6","-1291.172644","ASI"
"1754","4","NC_006127_-_AVR2_CDS","0.757","265.1","115.9","0.3987","0.173","0.434","45.9","50.3","-1521.417853","ASI"
"1755","4","NC_006127_-_DNAJB5_CDS","0.032","752.3","324.7","0.037","0.0012","0.033","0.9","10.7","-2199.70104","ASI"
"1756","4","NC_006127_-_CZH5ORF63_CDS","0.017","245.4","84.6","999","0.0076","0","1.9","0","-864.587725","ASI"
"1757","4","NC_006127_-_GLDC_CDS","0.015","2052.1","776.9","0.3164","0.0031","0.0099","6.4","7.7","-6146.933712","ASI"
"1758","4","NC_006127_-_LPAR1_CDS","0","784.4","322.6","1e-04","0","0","0","0","-2162.990852","ASI"
"1759","4","NC_006127_-_PJA2_CDS","0.039","1409.8","516.2","0.2916","0.008","0.0273","11.2","14.1","-5533.963429","ASI"
"1760","4","NC_006127_-_ITGA2_CDS","0.05","2587.6","904.4","0.1667","0.0073","0.0437","18.9","39.5","-8586.806858","ASI"
"1761","4","NC_006127_-_DNAJC21_CDS","0.028","1121.5","369.5","0.2538","0.0054","0.0213","6.1","7.9","-3762.489071","ASI"
"1762","4","NC_006127_-_CZH9ORF3_CDS","0.034","1549","599","0.6102","0.0096","0.0158","14.9","9.4","-5352.153282","ASI"
"1763","4","NC_006127_-_GLIS3_CDS","0.081","922","386","0.553","0.0218","0.0394","20.1","15.2","-3690.641278","ASI"
"1764","4","NC_006127_-_LPL_CDS","0.051","982.2","385.8","0.3176","0.0105","0.0331","10.3","12.8","-3362.738561","ASI"
"1765","4","NC_006127_-_FREM1_CDS","0.048","1371.1","536.9","0.3202","0.01","0.0312","13.7","16.8","-4843.056294","ASI"
"1766","4","NC_006127_-_RGP1_CDS","0.05","714.4","326.6","0.291","0.0095","0.0327","6.8","10.7","-2270.777994","ASI"
"1767","4","NC_006127_-_TRAPPC13_CDS","0.022","872.1","312.9","1e-04","0","0.0273","0","8.6","-2332.020014","ASI"
"1768","4","NC_006127_-_HMGCS1_CDS","0.035","1130.4","435.6","0.1017","0.0034","0.0336","3.9","14.6","-3372.270859","ASI"
"1769","4","NC_006127_-_LOC100858799_CDS","0.164","2879.7","1119.3","0.1048","0.0161","0.1534","46.3","171.7","-9179.105026","ASI"
"1770","4","NC_006127_-_LPPR1_CDS","0.008","714.6","260.4","1e-04","0","0.0095","0","2.5","-1888.067011","ASI"
"1771","4","NC_006127_-_RUSC2_CDS","0.201","2776.2","1255.8","0.1888","0.0286","0.1515","79.5","190.3","-10642.220887","ASI"
"1772","4","NC_006127_-_PARP8_CDS","0.014","1789.9","682.1","0.0813","0.0012","0.0142","2.1","9.7","-4640.369984","ASI"
"1773","4","NC_006127_-_NIPSNAP3A_CDS","0.059","428.4","168.6","0.2461","0.0105","0.0425","4.5","7.2","-1470.041218","ASI"
"1774","4","NC_006127_-_RHOBTB3_CDS","0.008","1310.8","507.2","0.7724","0.0025","0.0032","3.2","1.6","-4511.174132","ASI"
"1775","4","NC_006127_-_GNAQ_CDS","0.004","651.9","251.1","1e-04","0","0.0044","0","1.1","-1676.824473","ASI"
"1776","4","NC_006127_-_SPTLC1_CDS","0.066","1043.5","378.5","0.2373","0.0119","0.05","12.4","18.9","-3090.683318","ASI"
"1777","4","NC_006127_-_XPA_CDS","0.106","485.9","156.1","0.1303","0.0135","0.1039","6.6","16.2","-1600.868251","ASI"
"1778","4","NC_006127_-_PAX5_CDS","0.003","796","338","999","0.0013","0","1","0","-2360.459504","ASI"
"1779","4","NC_006127_-_NLN_CDS","0.033","1516.2","520.8","0.2505","0.0063","0.0251","9.5","13.1","-4446.800497","ASI"
"1780","4","NC_006127_-_HOMER1_CDS","0.011","799.3","262.7","1e-04","0","0.0153","0","4","-1883.625689","ASI"
"1781","4","NC_006127_-_PTCH1_CDS","0.025","2786.6","1143.4","0.0746","0.0018","0.0238","5","27.2","-8148.458162","ASI"
"1782","4","NC_006127_-_LRRC70_CDS","0.03","2145.4","779.6","0.0297","0.001","0.0342","2.2","26.7","-6256.964955","ASI"
"1783","4","NC_006127_-_KATNAL2_CDS","0.231","1004.4","384.6","0.3589","0.0515","0.1436","51.8","55.2","-3353.75712","ASI"
"1784","4","NC_006127_-_YTHDC2_CDS","0.014","2996.7","1119.3","0.0495","8e-04","0.0156","2.3","17.5","-9688.57157","ASI"
"1785","4","NC_006127_-_NMRK1_CDS","0.064","467.6","141.4","0.0526","0.0041","0.0785","1.9","11.1","-1538.523564","ASI"
"1786","4","NC_006127_-_HSD17B4_CDS","0.028","1606.8","550.2","0.4009","0.0067","0.0167","10.8","9.2","-5228.423337","ASI"
"1787","4","NC_006127_-_LOC101748661_CDS","0.689","532.1","214.9","0.4753","0.1743","0.3668","92.7","78.8","-2477.819496","ASI"
"1788","4","NC_006127_-_FANCC_CDS","0.316","1206.2","455.8","0.324","0.067","0.2069","80.9","94.3","-4437.486035","ASI"
"1789","4","NC_006127_-_FST_CDS","0.024","751.6","277.4","1e-04","0","0.0291","0","8.1","-1983.100339","ASI"
"1790","4","NC_006127_-_PCSK5_CDS","0.051","3698","1357","0.3502","0.0113","0.0322","41.7","43.7","-12743.939986","ASI"
"1791","4","NC_006127_-_NNT_CDS","0.027","2348.8","909.2","0.3505","0.0059","0.0167","13.8","15.2","-7370.48838","ASI"
"1792","4","NC_006127_-_HSDL2_CDS","0.012","918.8","320.2","999","0.0054","0","5","0","-3134.208291","ASI"
"1793","4","NC_006127_-_NTRK2_CDS","0.011","686.1","249.9","1e-04","0","0.0135","0","3.4","-1976.42581","ASI"
"1794","4","NC_006127_-_PTPRD_CDS","0.016","4102.5","1522.5","0.0401","7e-04","0.0178","2.9","27","-10724.275855","ASI"
"1795","4","NC_006127_-_POLK_CDS","0.074","487.9","166.1","0.2074","0.0126","0.0606","6.1","10.1","-1595.834192","ASI"
"1796","4","NC_006127_-_TSTD2_CDS","0.242","949.3","364.7","0.2657","0.0457","0.1718","43.3","62.7","-3493.678222","ASI"
"1797","4","NC_006127_-_TTC33_CDS","0.037","571.9","208.1","0.9074","0.0122","0.0134","7","2.8","-1939.708544","ASI"
"1798","4","NC_006127_-_CORO2A_CDS","0.427","1121.4","441.6","0.4106","0.1012","0.2465","113.5","108.9","-4081.752442","ASI"
"1799","4","NC_006127_-_GPBP1_CDS","0.021","1028.8","378.2","0.0892","0.0019","0.0213","2","8.1","-3096.740056","ASI"
"1800","4","NC_006127_-_LYSMD3_CDS","0.032","599.8","195.2","0.0396","0.0015","0.039","0.9","7.6","-2026.21754","ASI"
"1801","4","NC_006127_-_ZCCHC7_CDS","0.539","391.9","139.1","0.635","0.1562","0.246","61.2","34.2","-1760.940354","ASI"
"1802","4","NC_006127_-_ZDHHC21_CDS","0.028","583.3","211.7","0.1634","0.0039","0.0239","2.3","5.1","-1651.038586","ASI"
"1803","4","NC_006127_-_NPR1_CDS","0.034","1526.3","555.7","0.212","0.0057","0.0271","8.8","15","-4901.676039","ASI"
"1804","4","NC_006127_-_HTR1A_CDS","0.053","576.2","260.8","0.2578","0.0094","0.0364","5.4","9.5","-1812.290774","ASI"
"1805","4","NC_006127_-_GPX8_CDS","0.029","454.1","172.9","0.7387","0.0089","0.012","4","2.1","-1397.107348","ASI"
"1806","4","NC_006127_-_MAMDC2_CDS","0.032","1499.5","549.5","0.5467","0.0086","0.0158","12.9","8.7","-4980.790081","ASI"
"1807","4","NC_006127_-_ST8SIA4_CDS","0.02","796.6","280.4","0.131","0.0024","0.0186","1.9","5.2","-2190.129459","ASI"
"1808","4","NC_006127_-_PDE6B_CDS","0.039","1861.9","637.1","0.2023","0.0065","0.032","12.1","20.4","-5610.656016","ASI"
"1809","4","NC_006127_-_KIAA0020_CDS","0.056","1372.6","457.4","0.261","0.011","0.042","15","19.2","-4478.612806","ASI"
"1810","4","NC_006127_-_MRPS30_CDS","0.35","837.5","326.5","0.1477","0.0445","0.3012","37.3","98.3","-3416.564005","ASI"
"1811","4","NC_006127_-_LOC107051909_CDS","0.263","810.3","338.7","0.2876","0.0506","0.1761","41","59.6","-3263.746899","ASI"
"1812","4","NC_006127_-_MAN2A1_CDS","0.028","2444.6","873.4","0.2064","0.0047","0.0226","11.4","19.8","-7430.601202","ASI"
"1813","4","NC_006127_-_PPIC_CDS","0.034","382.5","136.5","0.0698","0.0025","0.0362","1","4.9","-1101.674253","ASI"
"1814","4","NC_006127_-_FBXL17_CDS","0.088","473.5","168.5","0.6029","0.0251","0.0417","11.9","7","-1399.68768","ASI"
"1815","4","NC_006127_-_NR2F1_CDS","0.846","745.2","313.8","0.1104","0.0833","0.7543","62.1","236.7","-2754.143926","ASI"
"1816","4","NC_006127_-_RNF170_CDS","0.018","554.2","213.8","1e-04","0","0.021","0","4.5","-1639.16715","ASI"
"1817","4","NC_006127_-_CENPK_CDS","0.394","611.9","174.1","1.0696","0.1333","0.1247","81.6","21.7","-2223.443415","ASI"
"1818","4","NC_006127_-_MAP1B_CDS","0.039","5143.7","1780.3","0.1498","0.0052","0.035","27","62.3","-16133.246793","ASI"
"1819","4","NC_006127_-_STARD4_CDS","0.008","273.3","101.7","999","0.0035","0","1","0","-869.625292","ASI"
"1820","4","NC_006127_-_PDZD2_CDS","0.046","5182.5","2068.5","0.3479","0.0099","0.0284","51.3","58.8","-20173.732365","ASI"
"1821","4","NC_006127_-_NRG1_CDS","0.045","977.9","390.1","0.1495","0.0058","0.0386","5.6","15.1","-3050.919287","ASI"
"1822","4","NC_006127_-_IER3IP1_CDS","0.013","168.1","68.9","999","0.0061","0","1","0","-556.064756","ASI"
"1823","4","NC_006127_-_RANBP3L_CDS","0.107","284","109","0.0856","0.009","0.1055","2.6","11.5","-993.64014","ASI"
"1824","4","NC_006127_-_MARCH3_CDS","0","493.4","217.6","1e-04","0","0","0","0","-1637.407309","ASI"
"1825","4","NC_006127_-_SUB1_CDS","0","286.9","91.1","1e-04","0","0","0","0","-670.321887","ASI"
"1826","4","NC_006127_-_PELO_CDS","0.054","803.7","351.3","0.0205","0.0012","0.0564","0.9","19.8","-2449.496809","ASI"
"1827","4","NC_006127_-_ERBB2IP_CDS","0.033","3113.2","1119.8","0.2671","0.0065","0.0242","20.1","27.1","-9541.206989","ASI"
"1828","4","NC_006127_-_IFT74_CDS","0.023","1331.4","441.6","0.5368","0.0062","0.0116","8.3","5.1","-4532.063388","ASI"
"1829","4","NC_006127_-_RASA1_CDS","0.026","1913.7","693.3","0.1011","0.0026","0.0253","4.9","17.5","-4961.119163","ASI"
"1830","4","NC_006127_-_MARVELD2_CDS","0.066","987.1","377.9","0.2033","0.0105","0.0519","10.4","19.6","-3639.518504","ASI"
"1831","4","NC_006127_-_PRDM6_CDS","0.015","842.8","342.2","1e-04","0","0.0178","0","6.1","-2223.257247","ASI"
"1832","4","NC_006127_-_SMAD2_CDS","0.014","1000.3","397.7","1e-04","0","0.0168","0","6.7","-2641.274711","ASI"
"1833","4","NC_006127_-_PSD3_CDS","0.041","2083.9","760.1","0.5085","0.0108","0.0212","22.5","16.1","-7489.89609","ASI"
"1834","4","NC_006127_-_IKBKAP_CDS","0.05","2834.9","1164.1","0.2277","0.0084","0.0369","23.8","43","-10701.303185","ASI"
"1835","4","NC_006127_-_RASEF_CDS","0.015","1178.3","402.7","0.3785","0.0036","0.0095","4.2","3.8","-3547.843711","ASI"
"1836","4","NC_006127_-_SV2C_CDS","0.04","1580.7","564.3","0.3096","0.0085","0.0273","13.4","15.4","-4598.258639","ASI"
"1837","4","NC_006127_-_PRKAA1_CDS","0.012","1204.1","451.9","1e-04","0","0.0151","0","6.8","-3271.216837","ASI"
"1838","4","NC_006127_-_UBQLN1_CDS","0.177","1152","447","0.1104","0.0181","0.1639","20.8","73.2","-3539.515276","ASI"
"1839","4","NC_006127_-_NUDT2_CDS","0.086","316.6","127.4","0.0618","0.0053","0.0866","1.7","11","-1163.917882","ASI"
"1840","4","NC_006127_-_MAST4_CDS","0.231","5145","1914","0.2364","0.041","0.1734","210.8","331.8","-17647.097228","ASI"
"1841","4","NC_006127_-_RASGRF2_CDS","0.031","1025.8","354.2","0.1305","0.0038","0.0288","3.9","10.2","-2836.245173","ASI"
"1842","4","NC_006127_-_MCC_CDS","0.022","1792.2","625.8","0.0209","6e-04","0.0263","1","16.5","-4930.483513","ASI"
"1843","4","NC_006127_-_KIF24_CDS","0.425","2723.5","1032.5","0.5238","0.1132","0.2162","308.4","223.2","-11031.036448","ASI"
"1844","4","NC_006127_-_SMC5_CDS","0.037","2339.3","744.7","0.665","0.011","0.0166","25.8","12.3","-8573.231876","ASI"
"1845","4","NC_006127_-_HAUS1_CDS","0.808","627.4","221.6","0.7674","0.2495","0.3251","156.5","72","-2859.858525","ASI"
"1846","4","NC_006127_-_IL6ST_CDS","0.034","2001.7","740.3","0.365","0.0076","0.0209","15.3","15.5","-7131.635468","ASI"
"1847","4","NC_006127_-_RBP4B_CDS","0.037","424.8","163.2","0.4591","0.0094","0.0204","4","3.3","-1386.109731","ASI"
"1848","4","NC_006127_-_SYT4_CDS","0.013","940.2","334.8","0.1975","0.0021","0.0106","2","3.6","-2650.588601","ASI"
"1849","4","NC_006127_-_PRR16_CDS","0.047","476.1","192.9","0.1013","0.0044","0.043","2.1","8.3","-1652.21252","ASI"
"1850","4","NC_006127_-_THAP1_CDS","0.038","331.4","124.6","0.0781","0.003","0.0384","1","4.8","-1025.076796","ASI"
"1851","4","NC_006127_-_HAUS6_CDS","1.039","1709","580","0.6232","0.3002","0.4817","513","279.4","-8057.17087","ASI"
"1852","4","NC_006127_-_IL7R_CDS","0.068","958","365","0.5492","0.0184","0.0336","17.7","12.3","-4136.402858","ASI"
"1853","4","NC_006127_-_HCN1_CDS","0.015","1539.3","596.7","0.0569","9e-04","0.0154","1.3","9.2","-4460.306302","ASI"
"1854","4","NC_006127_-_MED18_CDS","0.017","444.8","179.2","0.151","0.0021","0.0141","0.9","2.5","-1319.505238","ASI"
"1855","4","NC_006127_-_TAL2_CDS","0.038","244.4","106.6","1e-04","0","0.0413","0","4.4","-790.698334","ASI"
"1856","4","NC_006127_-_MLLT3_CDS","0.03","1188.4","416.6","0.6319","0.0086","0.0136","10.2","5.7","-3506.362574","ASI"
"1857","4","NC_006127_-_SIGMAR1_CDS","0.129","356.6","162.4","0.1249","0.0135","0.1077","4.8","17.5","-1235.181514","ASI"
"1858","4","NC_006127_-_INIP_CDS","0.034","220.7","91.3","1e-04","0","0.0388","0","3.5","-594.84359","ASI"
"1859","4","NC_006127_-_HDHD2_CDS","0.086","552.1","224.9","0.0364","0.0033","0.0914","1.8","20.6","-1958.890839","ASI"
"1860","4","NC_006127_-_MEF2C_CDS","0.041","992","376","1.2029","0.0144","0.012","14.3","4.5","-2521.338524","ASI"
"1861","4","NC_006127_-_TARS_CDS","0.044","1533.1","533.9","0.1081","0.0047","0.043","7.1","23","-4488.523216","ASI"
"1862","4","NC_006127_-_SMU1_CDS","0.029","1087.4","424.6","1e-04","0","0.0342","0","14.5","-2962.099951","ASI"
"1863","4","NC_006127_-_VLDLR_CDS","0.045","1799.6","651.4","0.1151","0.0049","0.0424","8.8","27.6","-5629.077304","ASI"
"1864","4","NC_006127_-_IQGAP2_CDS","0.037","3490.7","1153.3","0.0878","0.0035","0.0395","12.1","45.5","-10152.335893","ASI"
"1865","4","NC_006127_-_NDUFAF2_CDS","0.051","188.1","63.9","1.0763","0.0174","0.0162","3.3","1","-626.30813","ASI"
"1866","4","NC_006127_-_TNPO1_CDS","0.028","1806","669","1e-04","0","0.0341","0","22.8","-4580.883315","ASI"
"1867","4","NC_006127_-_PSAT1_CDS","0.041","819.6","290.4","0.2075","0.0068","0.0328","5.6","9.5","-2400.433532","ASI"
"1868","4","NC_006127_-_TLE1_CDS","0.011","1636.2","649.8","0.0504","6e-04","0.0119","1","7.8","-4223.688575","ASI"
"1869","4","NC_006127_-_OXCT1_CDS","0.032","717.1","245.9","0.1443","0.0042","0.0292","3","7.2","-2056.350404","ASI"
"1870","4","NC_006127_-_ISL1_CDS","0.014","738.9","302.1","1e-04","0","0.0165","0","5","-1824.269263","ASI"
"1871","4","NC_006127_-_HEXB_CDS","0.049","925.3","340.7","0.2887","0.0097","0.0337","9","11.5","-3195.826747","ASI"
"1872","4","NC_006127_-_TBCA_CDS","0.023","188.9","63.1","999","0.0103","0","2","0","-494.084639","ASI"
"1873","4","NC_006127_-_SCAMP1_CDS","0.068","636.6","209.4","0.1872","0.0109","0.058","6.9","12.1","-1691.990375","ASI"
"1874","4","NC_006127_-_RIOK2_CDS","0.035","1187.4","417.6","1.4399","0.0126","0.0088","15","3.7","-4372.710985","ASI"
"1875","4","NC_006127_-_WDR36_CDS","0.042","1755.2","626.8","0.0918","0.0039","0.0428","6.9","26.8","-5690.570271","ASI"
"1876","4","NC_006127_-_ITGA1_CDS","0.041","2601.8","881.2","0.8367","0.013","0.0156","33.9","13.7","-8290.522167","ASI"
"1877","4","NC_006127_-_CKS2_CDS","0.246","176.2","60.8","0.0832","0.0214","0.2571","3.8","15.6","-531.101622","ASI"
"1878","4","NC_006127_-_FOXE1_CDS","0.574","223.1","103.9","0.1808","0.0784","0.4337","17.5","45.1","-961.675875","ASI"
"1879","4","NC_006127_-_PSIP1_CDS","0.016","1312","389","0.0565","0.0011","0.0198","1.5","7.7","-3964.903117","ASI"
"1880","4","NC_006127_-_PAIP1_CDS","0.253","871.2","301.8","0.1346","0.0318","0.2359","27.7","71.2","-2694.809035","ASI"
"1881","4","NC_006127_-_PAM_CDS","0.02","2140.5","769.5","0.1857","0.003","0.0162","6.5","12.5","-6657.553303","ASI"
"1882","4","NC_006127_-_MFSD7_CDS","0.175","933.4","374.6","0.256","0.0319","0.1247","29.8","46.7","-3526.118393","ASI"
"1883","4","NC_006127_-_HMGCR_CDS","0.03","1920.8","722.2","0.1069","0.0031","0.0287","5.9","20.7","-5673.853562","ASI"
"1884","4","NC_006127_-_MIER3_CDS","0.017","1216","431","0.0405","8e-04","0.0195","1","8.4","-3266.472132","ASI"
"1885","4","NC_006127_-_LOC100858693_CDS","0.246","603.5","263.5","0.1052","0.0229","0.2172","13.8","57.2","-2040.535071","ASI"
"1886","4","NC_006127_-_SNX30_CDS","0.025","865.3","289.7","0.0386","0.0011","0.0294","1","8.5","-2364.595743","ASI"
"1887","4","NC_006127_-_PLAA_CDS","0.035","1627.3","574.7","0.1051","0.0037","0.0347","5.9","20","-4956.555304","ASI"
"1888","4","NC_006127_-_JAK2_CDS","0.042","2497","887","0.0909","0.0039","0.0425","9.7","37.7","-7158.402021","ASI"
"1889","4","NC_006127_-_DDX4_CDS","0.045","1073.6","357.4","1e-04","0","0.0596","0","21.3","-3852.39148","ASI"
"1890","4","NC_006127_-_ZFAND5_CDS","0.005","459.5","170.5","1e-04","0","0.0055","0","0.9","-1222.125369","ASI"
"1891","4","NC_006127_-_PTAR1_CDS","0.054","876","339","0.0624","0.0035","0.0556","3","18.8","-2919.271538","ASI"
"1892","4","NC_006127_-_SPEF2_CDS","0.031","996.6","308.4","0.5288","0.0085","0.016","8.5","5","-3961.816137","ASI"
"1893","4","NC_006127_-_SLC1A3_CDS","0.021","1199.7","429.3","0.1319","0.0026","0.0197","3.1","8.5","-3328.652103","ASI"
"1894","4","NC_006127_-_JMY_CDS","0.043","1653","621","0.1141","0.0046","0.0399","7.5","24.8","-5079.969046","ASI"
"1895","4","NC_006127_-_TRIM23_CDS","0.018","997.7","361.3","0.0488","0.001","0.0202","1","7.3","-2598.134955","ASI"
"1896","4","NC_006127_-_KIAA0825_CDS","0.039","2134.6","769.4","0.3015","0.0081","0.027","17.4","20.8","-7039.627204","ASI"
"1897","4","NC_006127_-_THBS4_CDS","0.042","1823.6","711.4","0.0408","0.0018","0.0449","3.3","32","-5827.436898","ASI"
"1898","4","NC_006127_-_RXFP3_CDS","0.063","747.1","347.9","0.0951","0.0052","0.0549","3.9","19.1","-2889.917868","ASI"
"1899","4","NC_006127_-_SLC24A2_CDS","0.047","734.9","285.1","0.2798","0.0091","0.0324","6.7","9.2","-2225.234468","ASI"
"1900","4","NC_006127_-_S100Z_CDS","0","218.5","75.5","8.4795","0","0","0","0","-693.12593","ASI"
"1901","4","NC_006127_-_TRIM36_CDS","0.027","1262.6","456.4","0.0662","0.0019","0.029","2.4","13.2","-4138.92688","ASI"
"1902","4","NC_006127_-_MOCS2_CDS","0.061","350.7","114.3","0.1454","0.0083","0.0573","2.9","6.5","-1108.432842","ASI"
"1903","4","NC_006127_-_TJP2_CDS","0.036","2534.4","921.6","0.2544","0.0068","0.0266","17.2","24.6","-8111.369395","ASI"
"1904","4","NC_006127_-_SREK1IP1_CDS","0.02","365.1","99.9","0.2994","0.0044","0.0148","1.6","1.5","-1060.753771","ASI"
"1905","4","NC_006127_-_PLK2_CDS","0.038","1423.4","511.6","0.0307","0.0014","0.0444","1.9","22.7","-4101.636517","ASI"
"1906","4","NC_006127_-_S1PR3_CDS","0.026","813.4","326.6","0.1452","0.0032","0.0223","2.6","7.3","-2657.562746","ASI"
"1907","4","NC_006127_-_TRPM3_CDS","0.03","1809","675","0.3103","0.0062","0.0201","11.3","13.6","-5480.607573","ASI"
"1908","4","NC_006127_-_SGTB_CDS","0.017","686.1","225.9","1e-04","0","0.0234","0","5.3","-1863.571198","ASI"
"1909","4","NC_006127_-_PTGER4_CDS","0.051","958.2","424.8","0.2053","0.0078","0.038","7.5","16.1","-3267.732875","ASI"
"1910","4","NC_006127_-_LURAP1L_CDS","0","278.7","96.3","1e-04","0","0","0","0","-811.170438","ASI"
"1911","4","NC_006127_-_GOLM1_CDS","0.05","832","284","0.2725","0.01","0.0367","8.3","10.4","-3238.295389","ASI"
"1912","4","NC_006127_-_KCNN2_CDS","0","1055.1","375.9","1.3214","0","0","0","0","-2540.171149","ASI"
"1913","4","NC_006127_-_RFX3_CDS","0.015","1615.6","631.4","1e-04","0","0.0179","0","11.3","-4021.390097","ASI"
"1914","4","NC_006127_-_KIAA1328_CDS","0.071","767.2","306.8","0.343","0.0153","0.0447","11.8","13.7","-3229.606784","ASI"
"1915","4","NC_006127_-_SLC25A51_CDS","0.056","593.9","246.1","999","0.0262","0","15.6","0","-2225.021493","ASI"
"1916","4","NC_006127_-_MUSK_CDS","0.017","2012.9","825.1","0.0975","0.0016","0.016","3.1","13.2","-6616.155139","ASI"
"1917","4","NC_006127_-_TMEM215_CDS","0.074","496.3","208.7","0.1145","0.0075","0.0652","3.7","13.6","-1755.605287","ASI"
"1918","4","NC_006127_-_MRPL50_CDS","0.928","232.4","106.6","0.3149","0.1836","0.5831","42.7","62.1","-1149.709801","ASI"
"1919","4","NC_006127_-_SECISBP2_CDS","0.057","1813.5","655.5","0.1881","0.0089","0.0475","16.2","31.1","-7027.699321","ASI"
"1920","4","NC_006127_-_TMC1_CDS","0.026","1743.9","581.1","0.0956","0.0026","0.0274","4.6","15.9","-5157.294145","ASI"
"1921","4","NC_006127_-_RAB3C_CDS","0.008","266.3","105.7","1e-04","0","0.0099","0","1","-732.690351","ASI"
"1922","4","NC_006127_-_RIT2_CDS","0.02","477.6","173.4","1e-04","0","0.0251","0","4.3","-1310.992882","ASI"
"1923","4","NC_006127_-_POLR1E_CDS","0.064","860","328","0.4749","0.0165","0.0347","14.2","11.4","-3503.572709","ASI"
"1924","4","NC_006127_-_MRPS27_CDS","0.271","905.8","315.2","0.2576","0.0517","0.2009","46.9","63.3","-3203.727942","ASI"
"1925","4","NC_006127_-_TTC39B_CDS","0.009","1228.3","433.7","0.497","0.0024","0.0048","3","2.1","-3485.275782","ASI"
"1926","4","NC_006127_-_ST8SIA3_CDS","0.476","644.7","234.3","0.0301","0.0165","0.5497","10.7","128.8","-2564.084074","ASI"
"1927","4","NC_006127_-_LOC107051889_CDS","0.29","266.4","81.6","1.1997","0.1007","0.084","26.8","6.9","-1363.544367","ASI"
"1928","4","NC_006127_-_C5ORF30_CDS","0.279","352.6","130.4","0.1207","0.0313","0.2592","11","33.8","-1137.442781","ASI"
"1929","4","NC_006127_-_WDR70_CDS","0.02","1080.1","389.9","0.0579","0.0013","0.0219","1.4","8.5","-3050.878273","ASI"
"1930","4","NC_006127_-_RMI1_CDS","0.059","1342.4","487.6","0.8091","0.0186","0.0229","24.9","11.2","-5244.434306","ASI"
"1931","4","NC_006127_-_PPAP2A_CDS","0.025","530.8","189.2","0.1113","0.0027","0.024","1.4","4.5","-1677.50977","ASI"
"1932","4","NC_006127_-_MSH3_CDS","0.048","2256.3","779.7","0.223","0.0084","0.0375","18.9","29.2","-7704.923628","ASI"
"1933","4","NC_006127_-_RAD23B_CDS","0.018","698.1","273.9","0.0938","0.0016","0.017","1.1","4.6","-2215.405418","ASI"
"1934","4","NC_006127_-_ST8SIA5_CDS","0","790.4","310.6","1e-04","0","0","0","0","-2273.600914","ASI"
"1935","4","NC_006127_-_TXN_CDS","0.208","238","77","0.2819","0.0428","0.1517","10.2","11.7","-822.646235","ASI"
"1936","4","NC_006127_-_RCL1_CDS","0.006","806.8","312.2","999","0.003","0","2.4","0","-2521.331683","ASI"
"1937","4","NC_006127_-_TYRP1_CDS","0.041","1155.1","452.9","0.1668","0.0057","0.0341","6.6","15.5","-3817.503299","ASI"
"1938","4","NC_006127_-_MSMP_CDS","0.082","275","130","0.1248","0.0084","0.0672","2.3","8.7","-971.273587","ASI"
"1939","4","NC_006127_-_GRHPR_CDS","0.033","486.8","209.2","0.1106","0.0032","0.0289","1.6","6","-1831.797608","ASI"
"1940","4","NC_006127_-_RAI14_CDS","0.029","2127.3","710.7","0.2958","0.0061","0.0206","13","14.7","-6982.674833","ASI"
"1941","4","NC_006127_-_REEP5_CDS","0.017","276.5","116.5","0.3466","0.0036","0.0103","1","1.2","-818.592012","ASI"
"1942","4","NC_006127_-_KIAA1024L_CDS","0.017","422.5","162.5","0.1485","0.0022","0.0146","0.9","2.4","-1445.54414","ASI"
"1943","4","NC_006127_-_UBAP1_CDS","0.036","1103.8","426.2","0.1574","0.0049","0.0308","5.4","13.1","-3535.535934","ASI"
